"";"delegacia_id";"delegacia";"RC1";"RC2";"RC3";"RC4";"RC5";"grupos.ward"
"74";1151;"023 DP - Perdizes";-0,199923005339101;1,67464945463103;1,16871997831872;-0,477701879001151;1,84946867857501;3
"75";1152;"022 DP - São Miguel Paulista";-0,811559866191691;0,440907421390973;1,29324170868577;-0,241827097241373;2,72561861462388;4
"76";1153;"021 DP - Vila Matilde";-0,714868166162148;-0,235516901854645;1,09207092144423;-0,482650750680945;-0,380857286989367;3
"77";1154;"020 DP - Água Fria";0,216449572534556;-0,381570133314384;0,637583129793236;-0,781482565484906;2,16435961032793;4
"78";1246;"002 DP - Bom Retiro";-0,753766861650384;0,694953454021616;-1,46451403993387;-0,444550849140142;0,00766290493570246;3
"79";1252;"019 DP - Vila Maria";-0,995548440427343;-0,559311913752037;-0,1178340224331;-0,209049249813934;0,102378277211565;3
"80";1253;"018 DP - Alto da Moóca";-1,69363156508161;0,13825391623536;-0,722510855984767;0,745064232572189;1,11269555254388;3
"81";1254;"017 DP - Ipiranga";-0,75177172185482;-0,509756701839518;1,30279269243833;-0,386048968217275;-0,688136650231752;3
"82";1255;"016 DP - Vila Clementino";-0,600355480670421;0,4194472011211;1,28627847310993;-0,310924148711246;-0,782388735383188;3
"83";1256;"015 DP - Itaim Bibi";-0,760956726119577;1,2230558425062;0,175114716491607;-0,290970668511139;-0,0717842065524306;3
"84";1257;"014 DP - Pinheiros";-0,173411367355708;2,86486159946071;-0,684189103024997;0,260016559562444;-0,288240084741765;5
"85";1259;"013 DP - Casa Verde";-0,212261418561927;1,16598403828289;1,41571569854542;0,948942995607382;0,97898160437953;3
"86";1262;"012 DP - Pari";-0,503247671760731;1,86939152892039;0,0103173700000404;-0,340541374908501;0,0646725896632385;3
"87";1265;"011 DP - Santo Amaro";0,183560592361512;1,62756674309532;2,07783447891159;-0,77839209962468;-0,442388843859299;3
"88";1267;"103 DP - Cohab Itaquera";-0,441822758743147;-0,935066440728618;-0,863241580557538;0,914836181762431;-0,42817879297901;1
"89";1268;"102 DP - Socorro";-0,995826394050845;-0,247657520859779;-0,997565270141791;-0,310406709838978;-0,317688073375957;3
"90";1269;"101 DP - Jardim das Imbuias";2,05085209144656;0,273204659747651;-0,20654021126059;0,171288622717696;-0,471392730002463;2
"91";1270;"100 DP - Jardim Herculano";1,93629233795577;0,0736952825597671;-1,12241318250461;-0,365347418512272;-0,732576891254824;2
"92";1275;"010 DP - Penha de França";0,00329959672453671;-0,0762309280699631;2,11240516331853;-0,352007896434173;0,118545874725057;3
"93";1410;"001 DP - Sé";1,02794471805633;4,85826805588808;-1,4850227392758;0,388852810225715;-0,414349483916304;5
